open_date,open_price,expiry_date,expiry_price,strike_price_call,delta_call,premium_call,option_loss_call,percentage_profit_loss_call,vault_total_profit_loss_call,vault_apy_call,strike_price_put,delta_put,premium_put,option_loss_put,percentage_profit_loss_put,vault_total_profit_loss_put,vault_apy_put,days_to_end_date
2020-01-03,6941.0,2020-01-17,8718.5,7500.0,0.2220397391594034,0.011627955072856253,0.1397602798646556,-0.12813232479179937,-0.29683532440279725,-0.13919344526755206,6250.0,0.8163774161212612,92.1819325907743,0.0,0.013280785562710604,0.27752481927425365,0.1306567630948845,728
2020-01-17,8718.5,2020-01-31,9506.0,9750.0,0.2097425447359872,0.014336945871195087,0.0,0.014336945871195087,-0.1934961054390647,-0.09463982028879947,8000.0,0.7791352746004234,142.58959870038325,0.0,0.016354831530697167,0.26078066166506764,0.12576406930701034,714
2020-01-31,9506.0,2020-02-14,10236.0,10500.0,0.21359421621880786,0.013414977942995647,0.0,0.013414977942995647,-0.20489547596213764,-0.10207034485903699,8750.0,0.8105222789502409,103.74441892074765,0.0,0.010913572367004801,0.24049261394886012,0.11892938938542263,700
2020-02-14,10236.0,2020-02-28,8818.0,11500.0,0.1989872028842471,0.013384616424478314,0.0,0.013384616424478314,-0.2154205914227305,-0.1093803628696608,9500.0,0.7672365734616939,162.59552273724648,682.0,-0.05074291493383681,0.22710056315131544,0.11504003729582224,686
2020-02-28,8818.0,2020-03-13,4857.0,9750.0,0.2099270572484147,0.013068987270556127,0.0,0.013068987270556127,-0.22578318650079898,-0.11692059875884353,8000.0,0.8215268711313544,101.10888556935106,3143.0,-0.3449638369733102,0.292695711684666,0.14963440042678,672
2020-03-13,4857.0,2020-03-27,6760.5,6500.0,0.2239908405784815,0.0354456359871319,0.0385326529102877,-0.0030870169231558,-0.23577088704973437,-0.12460243671410298,4000.0,0.7772960410948289,237.4481057111807,0.0,0.04888781258208373,0.9734722823722846,0.4580350800713793,658
2020-03-27,6760.5,2020-04-10,7292.0,8250.0,0.17836904614738286,0.01727658811447587,0.0,0.01727658811447587,-0.2334043934390645,-0.1262527804265261,5750.0,0.7989541256759607,189.10803572318468,0.0,0.027972492526171833,0.8814903354765069,0.43080202150969416,644
2020-04-10,7292.0,2020-04-24,7487.0,9000.0,0.1382697950135196,0.011632550774851171,0.0,0.011632550774851171,-0.24642362213228297,-0.13612299275919648,6500.0,0.7803048349589556,166.4338650945797,0.0,0.022824172393661503,0.8302924924118107,0.419368652360284,630
2020-04-24,7487.0,2020-05-08,10003.5,8500.0,0.19169354268690897,0.013428651997338767,0.150297395911431,-0.1368687439140922,-0.25508883903496227,-0.14411011653311667,6750.0,0.783488464976261,145.00270437442464,0.0,0.019367263840580292,0.7894497820954629,0.41170683656976714,616
2020-05-08,10003.5,2020-05-22,9060.0,11750.0,0.20754486538958528,0.019188330677013303,0.0,0.019188330677013303,-0.136966532363768,-0.080937302332452,8750.0,0.7947667155909873,231.262322385694,0.0,0.02311814088925816,0.7554514899306377,0.4066172963542689,602
