open_date,open_price,expiry_date,expiry_price,strike_price_call,delta_call,premium_call,option_loss_call,percentage_profit_loss_call,vault_total_profit_loss_call,vault_apy_call,strike_price_put,delta_put,premium_put,option_loss_put,percentage_profit_loss_put,vault_total_profit_loss_put,vault_apy_put,days_to_end_date
2020-01-03,126.73,2020-01-17,164.12,140.0,0.22980364795970015,0.01563342838129294,0.14696563490129178,-0.13133220651999883,-0.6342754430365656,-0.3180089789949814,120.0,0.6829596070443948,3.731582405837507,0.0,0.029445138529452436,1.463188676136503,0.733604212623384,728
2020-01-17,164.12,2020-01-31,184.56,180.0,0.30508472985415125,0.028214408577569766,0.02470741222366711,0.0035069963539026555,-0.5789822533902262,-0.2959783228115302,150.0,0.7469355951590366,4.116253260742241,0.0,0.025080753477591033,1.3927342836891063,0.7119720077682407,714
2020-01-31,184.56,2020-02-14,268.31,200.0,0.31218939286666425,0.02672192836914093,0.25459356714248443,-0.22787163877334352,-0.5804536010815262,-0.30266509199251007,160.0,0.8591135117818764,2.0099109982187464,0.0,0.010890284992515964,1.334191014290088,0.6956853145941173,700
2020-02-14,268.31,2020-02-28,227.7,310.0,0.27321462885088954,0.03105823751149895,0.0,0.03105823751149895,-0.456636460999887,-0.24296254849119353,250.0,0.6828811808872659,11.243953967075726,22.30000000000001,-0.04120623917455289,1.3090448577289173,0.6965034592872519,686
2020-02-28,227.7,2020-03-13,108.95,260.0,0.2731155849501281,0.02900504375996162,0.0,0.02900504375996162,-0.4730040270940048,-0.25691438971623776,200.0,0.7770768006450757,6.295189284119687,91.05,-0.37222139093491574,1.4082810632194884,0.7649145655879662,672
2020-03-13,108.95,2020-03-27,138.97,140.0,0.29700810087969787,0.05579749369676154,0.0,0.05579749369676154,-0.48785870768877504,-0.2706207117118585,100.0,0.6632980730324768,10.176143566002395,0.0,0.09340196022030652,2.83619484392118,1.5732691763392563,658
2020-03-27,138.97,2020-04-10,169.73,160.0,0.31330442666582814,0.04189383864754524,0.057326341837035236,-0.015432503189489993,-0.5149246940168262,-0.2918439647766173,130.0,0.6585362625890899,8.120816899113635,0.0,0.0584357551925857,2.508494573348157,1.421739936757884,644
2020-04-10,169.73,2020-04-24,185.56,190.0,0.3330737034104959,0.041423493771770806,0.0,0.041423493771770806,-0.5073214304203955,-0.293924320799118,160.0,0.6545635677886457,8.676292664613769,0.0,0.05111820340902474,2.314792188506305,1.3411097600076212,630
2020-04-24,185.56,2020-05-08,212.32,210.0,0.26404770476503303,0.025414735420623426,0.010926902788244128,0.014487832632379297,-0.5269181341442105,-0.3122161022120728,180.0,0.6040556809494322,9.81023479583304,0.0,0.05286826253412934,2.15358651173165,1.276069929840994,616
2020-05-08,212.32,2020-05-22,198.6,230.0,0.3261821076195597,0.029962325087827535,0.0,0.029962325087827535,-0.5336741845111704,-0.32357321818368306,200.0,0.6753661865038216,7.841399733857443,1.4000000000000057,0.03033816754831122,1.9952337096203658,1.2097347242714842,602
2020-05-22,198.6,2020-06-05,243.24,220.0,0.25476051833632873,0.020020666515971057,0.09554349613550406,-0.075522829619533,-0.5472399289468528,-0.33969825521360764,180.0,0.7482411629575088,5.484108266517097,0.0,0.027613838199985384,1.9070394594306097,1.183791501177164,588
2020-06-05,243.24,2020-06-19,231.01,260.0,0.32792617289025516,0.02619529145480256,0.0,0.02619529145480256,-0.5102528374315456,-0.3244639123040316,230.0,0.6896366747065099,6.782223638960971,0.0,0.027882846731462633,1.8289220632944283,1.1629905106314744,574
2020-06-19,231.01,2020-07-03,226.45,250.0,0.25000784176164526,0.015333542488254722,0.0,0.015333542488254722,-0.5227544243804155,-0.34072386589080655,220.0,0.6851068074896808,5.755214834499768,0.0,0.024913271436300455,1.752183356585863,1.1420480806318571,560
